Type,LocalAirport,ForeignAirport,Airline,PlannedDate,ActualDate,Delay
ARRIVAL,BASEL,BUDAPEST,WIZZ AIR,2024-11-07 15:38:00,2024-11-07 15:34:00,-4
ARRIVAL,BASEL,PALERMO,EASYJET,2024-11-07 15:42:00,2024-11-07 15:38:00,-4
ARRIVAL,BASEL,ISTANBUL SABIHA G̦KCEN,PEGASUS AIRLINES,2024-11-07 15:34:00,2024-11-07 15:31:00,-3
ARRIVAL,BASEL,LISBON,EASYJET,2024-11-07 16:18:00,2024-11-07 16:15:00,-3
ARRIVAL,BASEL,LANZAROTE,EASYJET,2024-11-07 16:11:00,2024-11-07 16:06:00,-5
ARRIVAL,BASEL,ALICANTE,EASYJET,2024-11-07 16:06:00,2024-11-07 16:02:00,-4
ARRIVAL,BASEL,TOULOUSE,EASYJET,2024-11-07 16:16:00,2024-11-07 16:11:00,-5
ARRIVAL,BASEL,MUNICH,LUFTHANSA,2024-11-07 16:31:00,2024-11-07 16:27:00,-4
ARRIVAL,BASEL,CLUJ,WIZZ AIR,2024-11-07 15:51:00,2024-11-07 15:50:00,-1
ARRIVAL,BASEL,ISTANBUL,TURKISH AIRLINES,2024-11-07 17:21:00,2024-11-07 17:17:00,-4
ARRIVAL,BASEL,AMSTERDAM,KLM,2024-11-07 17:31:00,2024-11-07 17:26:00,-5
ARRIVAL,BASEL,FRANKFURT,LUFTHANSA,2024-11-07 18:03:00,2024-11-07 18:00:00,-3
ARRIVAL,BASEL,BRINDISI,EASYJET,2024-11-07 18:21:00,2024-11-07 18:17:00,-4
ARRIVAL,BASEL,MALAGA,EASYJET,2024-11-07 18:26:00,2024-11-07 18:22:00,-4
ARRIVAL,BASEL,LONDON HEATHROW,BRITISH AIRWAYS,2024-11-07 18:44:00,2024-11-07 18:39:00,-5
ARRIVAL,BASEL,COPENHAGEN,EASYJET,2024-11-07 18:39:00,2024-11-07 18:32:00,-7
ARRIVAL,BASEL,ORAN,ASL AIRLINES FRANCE,2024-11-07 19:31:00,2024-11-07 19:30:00,-1
ARRIVAL,BASEL,PRISTINA,GP AVIATION,2024-11-07 19:28:00,2024-11-07 19:26:00,-2
ARRIVAL,BASEL,VIENNA,AUSTRIAN AIRLINES,2024-11-07 19:38:00,2024-11-07 19:36:00,-2
ARRIVAL,BASEL,LONDON GATWICK,EASYJET,2024-11-07 20:21:00,2024-11-07 20:19:00,-2
ARRIVAL,BASEL,BARCELONA,EASYJET,2024-11-07 20:14:00,2024-11-07 20:12:00,-2
ARRIVAL,BASEL,MANCHESTER,EASYJET,2024-11-07 20:57:00,2024-11-07 20:54:00,-3
ARRIVAL,BASEL,FUERTEVENTURA,EASYJET,2024-11-07 20:41:00,2024-11-07 20:40:00,-1
ARRIVAL,BASEL,PORTO,EASYJET,2024-11-07 21:08:00,2024-11-07 21:05:00,-3
ARRIVAL,BASEL,COLOGNE BONN,FEDEX,2024-11-07 21:03:00,2024-11-07 21:00:00,-3
ARRIVAL,BASEL,GENEVA,FEDEX,2024-11-07 21:47:00,2024-11-07 21:43:00,-4
ARRIVAL,BASEL,LONDON HEATHROW,BRITISH AIRWAYS,2024-11-07 22:02:00,2024-11-07 21:57:00,-5
ARRIVAL,BASEL,AMSTERDAM,KLM,2024-11-07 22:18:00,2024-11-07 22:16:00,-2
ARRIVAL,BASEL,FRANKFURT,LUFTHANSA,2024-11-07 22:09:00,2024-11-07 22:07:00,-2
ARRIVAL,BASEL,MALTA,EASYJET,2024-11-07 22:24:00,2024-11-07 22:21:00,-3
ARRIVAL,BASEL,PRISTINA,CHAIR AIRLINES,2024-11-07 22:31:00,2024-11-07 22:27:00,-4
ARRIVAL,BASEL,BERLIN,EASYJET,2024-11-07 22:29:00,2024-11-07 22:24:00,-5
ARRIVAL,BASEL,MADRID,EASYJET,2024-11-07 22:51:00,2024-11-07 22:46:00,-5
ARRIVAL,BASEL,HAMBURG,EASYJET,2024-11-07 22:33:00,2024-11-07 22:30:00,-3
ARRIVAL,BASEL,GRAN CANARIA,EASYJET,2024-11-07 22:46:00,2024-11-07 22:43:00,-3
ARRIVAL,BASEL,BUDAPEST,EASYJET,2024-11-07 22:44:00,2024-11-07 22:40:00,-4
ARRIVAL,BASEL,AGADIR,EASYJET,2024-11-07 23:23:00,2024-11-07 23:22:00,-1
ARRIVAL,BASEL,TENERIFE,EASYJET,2024-11-07 23:01:00,2024-11-07 22:56:00,-5
ARRIVAL,BASEL,MARRAKECH,EASYJET,2024-11-07 22:56:00,2024-11-07 22:52:00,-4
ARRIVAL,BASEL,PARIS CHARLES DE GAULLE,FEDEX,2024-11-06 05:24:00,2024-11-06 05:22:00,-2
ARRIVAL,BASEL,LIEGE,FEDEX,2024-11-06 05:16:00,2024-11-06 05:13:00,-3
ARRIVAL,BASEL,BRUSSELS,EUROPEAN AIR TRANSPORT / DHL,2024-11-06 05:19:00,2024-11-06 05:17:00,-2
ARRIVAL,BASEL,COLOGNE BONN,SPRINTAIR,2024-11-06 05:12:00,2024-11-06 05:09:00,-3
ARRIVAL,BASEL,COLOGNE BONN,SPRINTAIR,2024-11-06 05:59:00,2024-11-06 05:56:00,-3
ARRIVAL,BASEL,LEIPZIG,EUROPEAN AIR TRANSPORT / DHL,2024-11-06 05:46:00,2024-11-06 05:43:00,-3
ARRIVAL,BASEL,COLOGNE BONN,EUROPEAN AIR TRANSPORT / DHL,2024-11-06 05:54:00,2024-11-06 05:51:00,-3
ARRIVAL,BASEL,ISTANBUL,TURKISH AIRLINES,2024-11-06 06:39:00,2024-11-06 06:37:00,-2
ARRIVAL,BASEL,HURGHADA,AIR CAIRO,2024-11-06 06:26:00,2024-11-06 06:24:00,-2
ARRIVAL,BASEL,ANTALYA,SUNEXPRESS,2024-11-06 07:38:00,2024-11-06 07:35:00,-3
ARRIVAL,BASEL,IASI,WIZZ AIR,2024-11-06 07:41:00,2024-11-06 07:38:00,-3
ARRIVAL,BASEL,BELGRADE,WIZZ AIR,2024-11-06 07:46:00,2024-11-06 07:42:00,-4
ARRIVAL,BASEL,MUNICH,LUFTHANSA,2024-11-06 09:12:00,2024-11-06 09:09:00,-3
ARRIVAL,BASEL,BARCELONA,EASYJET,2024-11-06 09:03:00,2024-11-06 09:02:00,-1
ARRIVAL,BASEL,VIENNA,AUSTRIAN AIRLINES,2024-11-06 09:17:00,2024-11-06 09:14:00,-3
ARRIVAL,BASEL,PORTO,EASYJET,2024-11-06 09:29:00,2024-11-06 09:27:00,-2
ARRIVAL,BASEL,PARIS CHARLES DE GAULLE,AIR FRANCE,2024-11-06 09:32:00,2024-11-06 09:30:00,-2
ARRIVAL,BASEL,LISBON,EASYJET,2024-11-06 10:51:00,2024-11-06 10:48:00,-3
ARRIVAL,BASEL,SKOPJE,WIZZ AIR,2024-11-06 09:22:00,2024-11-06 09:20:00,-2
ARRIVAL,BASEL,CASABLANCA,AIR ARABIA MAROC,2024-11-06 10:06:00,2024-11-06 10:02:00,-4
ARRIVAL,BASEL,FRANKFURT,LUFTHANSA,2024-11-06 10:41:00,2024-11-06 10:37:00,-4
ARRIVAL,BASEL,AMSTERDAM,KLM,2024-11-06 10:38:00,2024-11-06 10:35:00,-3
ARRIVAL,BASEL,LONDON GATWICK,EASYJET,2024-11-06 10:36:00,2024-11-06 10:33:00,-3
ARRIVAL,BASEL,COPENHAGEN,EASYJET,2024-11-06 11:17:00,2024-11-06 11:14:00,-3
ARRIVAL,BASEL,BUDAPEST,EASYJET,2024-11-06 11:19:00,2024-11-06 11:16:00,-3
ARRIVAL,BASEL,ISTANBUL SABIHA G̦KCEN,PEGASUS AIRLINES,2024-11-06 12:01:00,2024-11-06 11:57:00,-4
ARRIVAL,BASEL,THESSALONIKI,EASYJET,2024-11-06 11:47:00,2024-11-06 11:44:00,-3
ARRIVAL,BASEL,DUBAI,FLYDUBAI,2024-11-06 12:08:00,2024-11-06 12:06:00,-2
ARRIVAL,BASEL,FARO,EASYJET,2024-11-06 12:19:00,2024-11-06 12:17:00,-2
ARRIVAL,BASEL,MUNICH,LUFTHANSA,2024-11-06 12:32:00,2024-11-06 12:28:00,-4
ARRIVAL,BASEL,BARCELONA,VUELING,2024-11-06 12:46:00,2024-11-06 12:43:00,-3
ARRIVAL,BASEL,PRISTINA,GP AVIATION,2024-11-06 13:04:00,2024-11-06 13:00:00,-4
ARRIVAL,BASEL,PRISTINA,EASYJET,2024-11-06 12:44:00,2024-11-06 12:40:00,-4
ARRIVAL,BASEL,FRANKFURT,LUFTHANSA,2024-11-06 13:24:00,2024-11-06 13:20:00,-4
ARRIVAL,BASEL,ATHENS,EASYJET,2024-11-06 13:07:00,2024-11-06 13:03:00,-4
ARRIVAL,BASEL,LUXOR,- PRIVATE -,2024-11-06 13:24:00,2024-11-06 13:17:00,-7
ARRIVAL,BASEL,IZMIR,SUNEXPRESS,2024-11-06 13:14:00,2024-11-06 13:10:00,-4
ARRIVAL,BASEL,BUDAPEST,WIZZ AIR,2024-11-06 13:28:00,2024-11-06 13:24:00,-4
ARRIVAL,BASEL,ALGIERS,AIR ALG̩RIE,2024-11-06 17:48:00,2024-11-06 17:43:00,-5
ARRIVAL,BASEL,PARIS CHARLES DE GAULLE,AIR FRANCE,2024-11-06 14:04:00,2024-11-06 14:01:00,-3
ARRIVAL,BASEL,MARRAKECH,EASYJET,2024-11-06 14:22:00,2024-11-06 14:19:00,-3
ARRIVAL,BASEL,TUZLA,WIZZ AIR,2024-11-06 15:36:00,2024-11-06 15:32:00,-4
ARRIVAL,BASEL,LARNACA,EASYJET,2024-11-06 14:55:00,2024-11-06 14:53:00,-2
ARRIVAL,BASEL,LONDON HEATHROW,BRITISH AIRWAYS,2024-11-06 15:06:00,2024-11-06 15:02:00,-4
ARRIVAL,BASEL,SKOPJE,WIZZ AIR,2024-11-06 15:09:00,2024-11-06 15:05:00,-4
ARRIVAL,BASEL,ISTANBUL SABIHA G̦KCEN,PEGASUS AIRLINES,2024-11-06 15:58:00,2024-11-06 15:53:00,-5
ARRIVAL,BASEL,SOFIA,WIZZ AIR,2024-11-06 15:11:00,2024-11-06 15:09:00,-2
ARRIVAL,BASEL,BUCHAREST,WIZZ AIR,2024-11-06 15:42:00,2024-11-06 15:38:00,-4
ARRIVAL,BASEL,AJACCIO,EASYJET,2024-11-06 16:01:00,2024-11-06 15:55:00,-6
ARRIVAL,BASEL,TIRANA,WIZZ AIR,2024-11-06 16:09:00,2024-11-06 16:05:00,-4
ARRIVAL,BASEL,KRAKOW,EASYJET,2024-11-06 16:33:00,2024-11-06 16:29:00,-4
ARRIVAL,BASEL,CHAMBERY,PAN EUROP̩ENNE AIR SERVICE,2024-11-06 16:56:00,2024-11-06 16:53:00,-3
ARRIVAL,BASEL,VENICE,EASYJET,2024-11-06 16:44:00,2024-11-06 16:41:00,-3
ARRIVAL,BASEL,ALICANTE,EASYJET,2024-11-06 16:49:00,2024-11-06 16:46:00,-3
ARRIVAL,BASEL,ISTANBUL,TURKISH AIRLINES,2024-11-06 16:47:00,2024-11-06 16:44:00,-3
ARRIVAL,BASEL,HURGHADA,EASYJET,2024-11-06 17:09:00,2024-11-06 17:07:00,-2
ARRIVAL,BASEL,PRAGUE,EASYJET,2024-11-06 17:21:00,2024-11-06 17:17:00,-4
ARRIVAL,BASEL,AMSTERDAM,KLM,2024-11-06 17:24:00,2024-11-06 17:20:00,-4
ARRIVAL,BASEL,LAVAL ENTRAMMES,JETFLY AVIATION,2024-11-06 17:26:00,2024-11-06 17:25:00,-1
ARRIVAL,BASEL,ALGIERS,ASL AIRLINES FRANCE,2024-11-06 17:46:00,2024-11-06 17:40:00,-6
ARRIVAL,BASEL,BUDAPEST,QATAR AIRWAYS,2024-11-06 17:16:00,2024-11-06 17:12:00,-4
ARRIVAL,BASEL,LONDON STANSTED,RYANAIR,2024-11-06 18:01:00,2024-11-06 18:00:00,-1
ARRIVAL,BASEL,PRISTINA,EASYJET,2024-11-06 17:57:00,2024-11-06 17:53:00,-4
ARRIVAL,BASEL,FRANKFURT,LUFTHANSA,2024-11-06 18:11:00,2024-11-06 18:08:00,-3
ARRIVAL,BASEL,PALMA,EASYJET,2024-11-06 18:08:00,2024-11-06 18:02:00,-6
ARRIVAL,BASEL,LONDON HEATHROW,BRITISH AIRWAYS,2024-11-06 18:31:00,2024-11-06 18:25:00,-6
ARRIVAL,BASEL,ENFIDHA,EASYJET,2024-11-06 18:09:00,2024-11-06 18:05:00,-4
ARRIVAL,BASEL,NICE,EASYJET,2024-11-06 18:27:00,2024-11-06 18:23:00,-4
ARRIVAL,BASEL,MUNICH,LUFTHANSA,2024-11-06 19:14:00,2024-11-06 19:10:00,-4
ARRIVAL,BASEL,PRISTINA,GP AVIATION,2024-11-06 19:22:00,2024-11-06 19:19:00,-3
ARRIVAL,BASEL,VIENNA,AUSTRIAN AIRLINES,2024-11-06 19:33:00,2024-11-06 19:28:00,-5
ARRIVAL,BASEL,LONDON STANSTED,NETJETS,2024-11-06 20:02:00,2024-11-06 19:59:00,-3
ARRIVAL,BASEL,NIS,WIZZ AIR,2024-11-06 20:17:00,2024-11-06 20:14:00,-3
ARRIVAL,BASEL,LONDON GATWICK,EASYJET,2024-11-06 20:27:00,2024-11-06 20:23:00,-4
ARRIVAL,BASEL,BARCELONA,EASYJET,2024-11-06 20:21:00,2024-11-06 20:18:00,-3
ARRIVAL,BASEL,FRANKFURT,LUFTHANSA,2024-11-06 21:26:00,2024-11-06 21:23:00,-3
ARRIVAL,BASEL,GENEVA,EASYJET,2024-11-06 21:24:00,2024-11-06 21:21:00,-3
ARRIVAL,BASEL,TENERIFE,EASYJET,2024-11-06 21:38:00,2024-11-06 21:34:00,-4
ARRIVAL,BASEL,PARIS CHARLES DE GAULLE,FEDEX,2024-11-06 21:36:00,2024-11-06 21:32:00,-4
ARRIVAL,BASEL,GENEVA,FEDEX,2024-11-06 21:41:00,2024-11-06 21:38:00,-3
ARRIVAL,BASEL,AMSTERDAM,KLM,2024-11-06 22:08:00,2024-11-06 22:04:00,-4
ARRIVAL,BASEL,ROME,EASYJET,2024-11-06 21:46:00,2024-11-06 21:42:00,-4
ARRIVAL,BASEL,LONDON HEATHROW,BRITISH AIRWAYS,2024-11-06 22:17:00,2024-11-06 22:14:00,-3
ARRIVAL,BASEL,PRISTINA,CHAIR AIRLINES,2024-11-06 22:01:00,2024-11-06 21:58:00,-3
ARRIVAL,BASEL,MALAGA,EASYJET,2024-11-06 22:41:00,2024-11-06 22:37:00,-4
ARRIVAL,BASEL,BERLIN,EASYJET,2024-11-06 22:27:00,2024-11-06 22:24:00,-3
ARRIVAL,BASEL,AMSTERDAM,EASYJET,2024-11-06 22:38:00,2024-11-06 22:35:00,-3
ARRIVAL,BASEL,BUDAPEST,EASYJET,2024-11-06 22:24:00,2024-11-06 22:21:00,-3
ARRIVAL,BASEL,PORTO,EASYJET,2024-11-06 22:32:00,2024-11-06 22:29:00,-3
ARRIVAL,BASEL,MAHON,EASYJET,2024-11-06 22:23:00,2024-11-06 22:19:00,-4
ARRIVAL,BASEL,HAMBURG,EASYJET,2024-11-06 22:34:00,2024-11-06 22:32:00,-2
ARRIVAL,BASEL,PARIS CHARLES DE GAULLE,FEDEX,2024-11-12 05:44:00,2024-11-12 05:41:00,-3
ARRIVAL,BASEL,LIEGE,FEDEX,2024-11-12 05:19:00,2024-11-12 05:16:00,-3
ARRIVAL,BASEL,BRUSSELS,EUROPEAN AIR TRANSPORT / DHL,2024-11-12 05:11:00,2024-11-12 05:08:00,-3
ARRIVAL,BASEL,COLOGNE BONN,SPRINTAIR,2024-11-12 05:26:00,2024-11-12 05:22:00,-4
ARRIVAL,BASEL,COLOGNE BONN,SPRINTAIR,2024-11-12 05:49:00,2024-11-12 05:46:00,-3
ARRIVAL,BASEL,LEIPZIG,EUROPEAN AIR TRANSPORT / DHL,2024-11-12 05:54:00,2024-11-12 05:52:00,-2
ARRIVAL,BASEL,COLOGNE BONN,EUROPEAN AIR TRANSPORT / DHL,2024-11-12 05:59:00,2024-11-12 05:57:00,-2
ARRIVAL,BASEL,MUNICH,LUFTHANSA,2024-11-12 08:44:00,2024-11-12 08:42:00,-2
ARRIVAL,BASEL,SKOPJE,WIZZ AIR,2024-11-12 09:08:00,2024-11-12 09:04:00,-4
ARRIVAL,BASEL,VIENNA,AUSTRIAN AIRLINES,2024-11-12 09:14:00,2024-11-12 09:12:00,-2
ARRIVAL,BASEL,PARIS CHARLES DE GAULLE,AIR FRANCE,2024-11-12 09:32:00,2024-11-12 09:29:00,-3
ARRIVAL,BASEL,LISBON,EASYJET,2024-11-12 09:48:00,2024-11-12 09:45:00,-3
ARRIVAL,BASEL,BERLIN,EASYJET,2024-11-12 09:43:00,2024-11-12 09:40:00,-3
ARRIVAL,BASEL,ISTANBUL,TURKISH AIRLINES,2024-11-12 09:38:00,2024-11-12 09:35:00,-3
ARRIVAL,BASEL,CONSTANTINE,AIR ALG̩RIE,2024-11-12 10:34:00,2024-11-12 10:31:00,-3
ARRIVAL,BASEL,TUNIS,NOUVELAIR,2024-11-12 10:28:00,2024-11-12 10:25:00,-3
ARRIVAL,BASEL,LONDON HEATHROW,BRITISH AIRWAYS,2024-11-12 10:03:00,2024-11-12 10:01:00,-2
ARRIVAL,BASEL,RABAT SALE,AIR ARABIA MAROC,2024-11-12 09:53:00,2024-11-12 09:50:00,-3
ARRIVAL,BASEL,FRANKFURT,LUFTHANSA,2024-11-12 10:31:00,2024-11-12 10:28:00,-3
ARRIVAL,BASEL,PORTO,EASYJET,2024-11-12 10:16:00,2024-11-12 10:11:00,-5
ARRIVAL,BASEL,AMSTERDAM,KLM,2024-11-12 10:44:00,2024-11-12 10:40:00,-4
ARRIVAL,BASEL,MADRID,EASYJET,2024-11-12 11:36:00,2024-11-12 11:32:00,-4
ARRIVAL,BASEL,ISTANBUL SABIHA G̦KCEN,PEGASUS AIRLINES,2024-11-12 11:29:00,2024-11-12 11:27:00,-2
ARRIVAL,BASEL,BUDAPEST,EASYJET,2024-11-12 11:24:00,2024-11-12 11:21:00,-3
ARRIVAL,BASEL,ROME,EASYJET,2024-11-12 11:46:00,2024-11-12 11:42:00,-4
ARRIVAL,BASEL,KAYSERI,SUNEXPRESS,2024-11-12 11:39:00,2024-11-12 11:35:00,-4
ARRIVAL,BASEL,BUDAPEST,WIZZ AIR,2024-11-12 11:33:00,2024-11-12 11:30:00,-3
ARRIVAL,BASEL,PRISTINA,EASYJET,2024-11-12 11:49:00,2024-11-12 11:46:00,-3
ARRIVAL,BASEL,SANTIAGO,EASYJET,2024-11-12 12:31:00,2024-11-12 12:28:00,-3
ARRIVAL,BASEL,ANTALYA,SUNEXPRESS,2024-11-12 12:38:00,2024-11-12 12:34:00,-4
ARRIVAL,BASEL,PARIS CHARLES DE GAULLE,AIR FRANCE,2024-11-12 14:03:00,2024-11-12 14:00:00,-3
ARRIVAL,BASEL,MARRAKECH,EASYJET,2024-11-12 14:07:00,2024-11-12 14:03:00,-4
ARRIVAL,BASEL,ANTALYA,EASYJET,2024-11-12 14:23:00,2024-11-12 14:20:00,-3
ARRIVAL,BASEL,WARSAW,WIZZ AIR,2024-11-12 14:43:00,2024-11-12 14:41:00,-2
ARRIVAL,BASEL,CLUJ,WIZZ AIR,2024-11-12 14:44:00,2024-11-12 14:44:00,0
ARRIVAL,BASEL,PRISTINA,ZIMEX AVIATION,2024-11-12 15:46:00,2024-11-12 15:44:00,-2
ARRIVAL,BASEL,ISTANBUL SABIHA G̦KCEN,PEGASUS AIRLINES,2024-11-12 15:11:00,2024-11-12 15:09:00,-2
ARRIVAL,BASEL,STRASBOURG,NETJETS,2024-11-12 15:42:00,2024-11-12 15:34:00,-8
ARRIVAL,BASEL,AGADIR,EASYJET,2024-11-12 15:59:00,2024-11-12 15:58:00,-1
ARRIVAL,BASEL,MUNICH,LUFTHANSA,2024-11-12 16:31:00,2024-11-12 16:28:00,-3
ARRIVAL,BASEL,ZURICH,NETJETS,2024-11-12 16:48:00,2024-11-12 16:46:00,-2
ARRIVAL,BASEL,LANZAROTE,EASYJET,2024-11-12 16:21:00,2024-11-12 16:21:00,0
ARRIVAL,BASEL,LONDON STANSTED,RYANAIR,2024-11-12 17:23:00,2024-11-12 17:19:00,-4
ARRIVAL,BASEL,AMSTERDAM,KLM,2024-11-12 17:38:00,2024-11-12 17:35:00,-3
ARRIVAL,BASEL,LONDON HEATHROW,BRITISH AIRWAYS,2024-11-12 18:14:00,2024-11-12 18:11:00,-3
ARRIVAL,BASEL,FRANKFURT,LUFTHANSA,2024-11-12 18:08:00,2024-11-12 18:04:00,-4
ARRIVAL,BASEL,MALAGA,EASYJET,2024-11-12 18:42:00,2024-11-12 18:39:00,-3
ARRIVAL,BASEL,STOCKHOLM,UNKNOWN,2024-11-12 18:06:00,2024-11-12 18:00:00,-6
ARRIVAL,BASEL,AMSTERDAM,EASYJET,2024-11-12 18:36:00,2024-11-12 18:33:00,-3
ARRIVAL,BASEL,MUNICH,LUFTHANSA,2024-11-12 19:31:00,2024-11-12 19:28:00,-3
ARRIVAL,BASEL,PRISTINA,GP AVIATION,2024-11-12 19:34:00,2024-11-12 19:31:00,-3
ARRIVAL,BASEL,VIENNA,AUSTRIAN AIRLINES,2024-11-12 19:37:00,2024-11-12 19:33:00,-4
ARRIVAL,BASEL,LONDON GATWICK,EASYJET,2024-11-12 20:34:00,2024-11-12 20:31:00,-3
ARRIVAL,BASEL,BARCELONA,EASYJET,2024-11-12 20:29:00,2024-11-12 20:25:00,-4
ARRIVAL,BASEL,FUERTEVENTURA,EASYJET,2024-11-12 20:52:00,2024-11-12 20:50:00,-2
ARRIVAL,BASEL,BELGRADE,FLEET AIR,2024-11-12 20:32:00,2024-11-12 20:29:00,-3
ARRIVAL,BASEL,FRANKFURT,LUFTHANSA,2024-11-12 21:09:00,2024-11-12 21:05:00,-4
ARRIVAL,BASEL,NORTHOLT,NETJETS,2024-11-12 21:28:00,2024-11-12 21:26:00,-2
ARRIVAL,BASEL,LONDON HEATHROW,BRITISH AIRWAYS,2024-11-12 21:52:00,2024-11-12 21:49:00,-3
ARRIVAL,BASEL,PARIS CHARLES DE GAULLE,FEDEX,2024-11-12 21:41:00,2024-11-12 21:37:00,-4
ARRIVAL,BASEL,GENEVA,FEDEX,2024-11-12 21:44:00,2024-11-12 21:41:00,-3
ARRIVAL,BASEL,AMSTERDAM,KLM,2024-11-12 22:02:00,2024-11-12 21:57:00,-5
ARRIVAL,BASEL,TENERIFE,EASYJET,2024-11-12 21:59:00,2024-11-12 21:55:00,-4
